Fiscal Year,County,Is Charter,LEA Name,School Name,School Id,Mailing Address,Physical Address,Phoenix
2023,Pinal,TRUE,A+ Charter Schools,A+ Charter Schools,1000972,"41600 W. Smith-Enke Rd., Bldg 12, Maricopa, AZ 85138","41735 W. Alan Stephens Pkwy, Maricopa, AZ 85138",FALSE
2023,Pima,TRUE,"Academy Del Sol, Inc.",Academy Del Sol,90200,"732 W ROGER RD , TUCSON, AZ 85705-2621","732 W ROGER RD , TUCSON, AZ 85705-2621",FALSE
2023,Pima,TRUE,"Academy Del Sol, Inc.",Academy Del Sol - Hope,90770,"7102 W VALLEY CREST PL , TUCSON, AZ 85757-8709","7102 W VALLEY CREST PL , TUCSON, AZ 85757-8709",FALSE
2023,Mohave,TRUE,"Academy of Building Industries, Inc.",Academy of Building Industries,85541,"1547 E LIPAN BLVD , FORT MOHAVE, AZ 86426-6031","1547 E LIPAN BLVD , FORT MOHAVE, AZ 86426-6031",FALSE
2023,Pima,TRUE,"Academy of Mathematics and Science South, Inc.",Academy of Math and Science Avondale,1000378,"3448 N 1ST AVE, TUCSON, AZ 85719-1842","10649 W Buckeye Rd, Phoenix, AZ 85353",TRUE
2023,Pima,TRUE,"Academy of Mathematics and Science South, Inc.",Academy of Math and Science Desert Sky,911531,"3448 N 1ST AVE , TUCSON, AZ 85719-1842","5757 W MCDOWELL RD , PHOENIX, AZ 85035-4947",TRUE
2023,Pima,TRUE,"Academy of Mathematics and Science South, Inc.",Academy of Math and Science Glendale,1000119,"3448 N 1ST AVE, TUCSON, AZ 85719-1842","4610 W GLENDALE AVE, GLENDALE, AZ 85301-2811",FALSE
2023,Pima,TRUE,"Academy of Mathematics and Science South, Inc.",Academy of Math and Science Peoria Advanced,1000118,"3448 N 1ST AVE, TUCSON, AZ 85719-1842","7785 W PEORIA AVE, PEORIA, AZ 85345-5922",FALSE
2023,Pima,TRUE,"Academy of Mathematics and Science South, Inc.",Academy of Math and Science South Mountain,1000379,"3448 N 1ST AVE, TUCSON, AZ 85719-1842","1445 W BASELINE RD, PHOENIX, AZ 85041-7010",TRUE
2023,Pima,TRUE,"Academy of Mathematics and Science South, Inc.",Academy of Mathematics and Science South,92197,"1557 W PRINCE RD , TUCSON, AZ 85705-3023","3335 W FLOWER ST , PHOENIX, AZ 85017-4802",TRUE
2023,Pima,TRUE,"Academy of Mathematics and Science, Inc.",Academy of Math and Science,79094,"1557 W PRINCE RD , TUCSON, AZ 85705-3023","1557 W PRINCE RD , TUCSON, AZ 85705-3023",FALSE
2023,Pima,TRUE,"Academy of Mathematics and Science, Inc.",Academy of Math and Science Advanced Virtual Academy,1001666,"3448 N 1ST AVE, TUCSON, AZ 85719-1842","3448 N 1ST AVE, TUCSON, AZ 85719-1842",FALSE
2023,Maricopa,TRUE,"Academy of Mathematics and Science, Inc.",Academy of Math and Science Camelback,92769,"6633 W CAMELBACK RD , PHOENIX, AZ 85033-1614","6633 W CAMELBACK RD , PHOENIX, AZ 85033-1614",TRUE
2023,Pima,TRUE,"Academy of Tucson, Inc.",Academy of Tucson Elementary School,81130,"9209 E WRIGHTSTOWN RD , TUCSON, AZ 85715-5514","9209 E WRIGHTSTOWN RD , TUCSON, AZ 85715-5514",FALSE
2023,Pima,TRUE,"Academy of Tucson, Inc.",Academy of Tucson High School,78898,"10720 E 22ND ST , TUCSON, AZ 85748-7029","10720 E 22ND ST , TUCSON, AZ 85748-7029",FALSE
2023,Pima,TRUE,"Academy of Tucson, Inc.",Academy of Tucson Middle School,79986,"7310 E 22ND ST, TUCSON, AZ 85710-6427","2300 N TANQUE VERDE LOOP RD, TUCSON, AZ 85749-9786",FALSE
2023,Maricopa,TRUE,Academy with Community Partners  Inc,Academy with Community Partners,10795,"433 N HALL , MESA, AZ 85203-7407","433 N HALL , MESA, AZ 85203-7407",FALSE
2023,Pima,TRUE,Accelerated Elementary and Secondary Schools,Accelerated Learning Laboratory,5891,"5245 N CAMINO DE OESTE , TUCSON, AZ 85745-8925","5245 N CAMINO DE OESTE , TUCSON, AZ 85745-8925",FALSE
2023,Maricopa,TRUE,"Accelerated Learning Center, Inc.",Accelerated Learning Center,5462,"4105 E SHEA BLVD , PHOENIX, AZ 85028-3525","4105 E SHEA BLVD , PHOENIX, AZ 85028-3525",TRUE
2023,Maricopa,TRUE,Acclaim Charter School,ACCLAIM Academy,5496,"7624 W INDIAN SCHOOL RD , PHOENIX, AZ 85033-3009","7624 W INDIAN SCHOOL RD , PHOENIX, AZ 85033-3009",TRUE
2023,Yavapai,TRUE,Acorn Montessori Charter School,Acorn Montessori Charter School,79438,"8556 E LOOS DR , Prescott Valley, AZ 86314-6455","8556 E LOOS DR , Prescott Valley, AZ 86314-6455",FALSE
2023,Yavapai,TRUE,Acorn Montessori Charter School,"Acorn Montessori Charter School, Inc. - West",88180,"8556 E LOOS DR , Prescott Valley, AZ 86314-6455","7555 E LONG LOOK DR , Prescott Valley, AZ 86314-5507",FALSE
2023,Maricopa,FALSE,Agua Fria Union High School District,Agua Fria High School,5454,"530 E RILEY DR , AVONDALE, AZ 85323-2154","530 E RILEY DR , AVONDALE, AZ 85323-2154",FALSE
2023,Maricopa,FALSE,Agua Fria Union High School District,Canyon View High School,932049,"6024 N PERRYVILLE RD , WADDELL, AZ 85355-9351","6024 N PERRYVILLE RD , WADDELL, AZ 85355-9351",FALSE
2023,Maricopa,FALSE,Agua Fria Union High School District,Coldwater Academy,1001826,"530 E RILEY DR, AVONDALE, AZ 85323-2154","530 E RILEY DR, AVONDALE, AZ 85323-2154",FALSE
2023,Maricopa,FALSE,Agua Fria Union High School District,Desert Edge High School,79799,"15778 W YUMA RD , GOODYEAR, AZ 85338-3358","15778 W YUMA RD , GOODYEAR, AZ 85338-3358",FALSE
2023,Maricopa,FALSE,Agua Fria Union High School District,Millennium High School,78926,"14802 W WIGWAM BLVD , GOODYEAR, AZ 85395-8231","14802 W WIGWAM BLVD , GOODYEAR, AZ 85395-8231",FALSE
2023,Maricopa,FALSE,Agua Fria Union High School District,Verrado High School,87903,"20050 W INDIAN SCHOOL RD , BUCKEYE, AZ 85396-7201","20050 W INDIAN SCHOOL RD , BUCKEYE, AZ 85396-7201",FALSE
2023,Maricopa,FALSE,Aguila Elementary District,Aguila Elementary School,5187,"PO BOX 218 , AGUILA, AZ 85320-0218","50023 N 514th Ave, Aguila, AZ 85320",FALSE
2023,Maricopa,FALSE,Aguila Elementary District,Aguila Pre-School,91411,"PO BOX 218 , AGUILA, AZ 85320-0218","50023 N 514th Ave, Aguila, AZ 85320",FALSE
2023,Maricopa,TRUE,AIBT Non-Profit Charter High School - Phoenix,Career and College Prep,79123,"6201 N 35th Ave, PHOENIX, AZ 85017","6201 N 35th Ave, Phoenix, AZ 85017",TRUE
2023,Maricopa,TRUE,"AIBT Non-Profit Charter High School, Inc.",RCB College Preparatory Academy,742847,"7033 W. Catus Road, Peoria, AZ 85381","7033 W. Catus Road, Peoria, AZ 85381",FALSE
2023,Pima,FALSE,Ajo Unified District,Ajo Elementary School,5831,"111 N WELL RD, AJO, AZ 85321-1840","111 N WELL RD , AJO, AZ 85321-1840",FALSE
2023,Pima,FALSE,Ajo Unified District,Ajo High School,6292,"111 N WELL RD, AJO, AZ 85321-1840","111 N WELL RD , AJO, AZ 85321-1840",FALSE
2023,Pinal,TRUE,"Akimel O Otham Pee Posh Charter School, Inc.",Akimel O'Otham Pee Posh (K-2),10797,"3652 E BLACKWATER SCHOOL RD , COOLIDGE, AZ 85128-6609","3652 E BLACKWATER SCHOOL RD , COOLIDGE, AZ 85128-6609",FALSE
2023,Pinal,TRUE,"Akimel O'Otham Pee Posh Charter School, Inc.",Akimel O'Otham Pee Posh (3-5),78967,"3652 E BLACKWATER SCHOOL RD , COOLIDGE, AZ 85128-6609","3652 E BLACKWATER SCHOOL RD , COOLIDGE, AZ 85128-6609",FALSE
2023,Maricopa,FALSE,Alhambra Elementary District, Arizona K-8 Online Academy,1001088,"4510 N 37TH AVE, PHOENIX, AZ 85019-3206","4510 N 37TH AVE, PHOENIX, AZ 85019-3206",TRUE
2023,Maricopa,FALSE,Alhambra Elementary District,Alhambra Preschool Academy,1000261,"4730 W CAMPBELL AVE, PHOENIX, AZ 85031-1404","4730 W CAMPBELL AVE, PHOENIX, AZ 85031-1404",TRUE
2023,Maricopa,FALSE,Alhambra Elementary District,Alhambra Traditional School,5381,"5725 N 27th Ave, Phoenix, AZ 85017-2657","5725 N 27th Ave, Phoenix, AZ 85017-2657",TRUE
2023,Maricopa,FALSE,Alhambra Elementary District,Barcelona Elementary School,5384,"6530 N 44TH AVE, GLENDALE, AZ 85301-4236","6530 N 44TH AVE, GLENDALE, AZ 85301-4236",FALSE
2023,Maricopa,FALSE,Alhambra Elementary District,Carol G. Peck Elementary School,6030,"5810 N 49TH AVE , GLENDALE, AZ 85301-6222","5810 N 49TH AVE , GLENDALE, AZ 85301-6222",FALSE
2023,Maricopa,FALSE,Alhambra Elementary District,Catalina Ventura School,5385,"6331 W. 39th Ave., Phoenix, AZ 85019","6331 W. 39th Ave., Phoenix, AZ 85019",TRUE
2023,Maricopa,FALSE,Alhambra Elementary District,Choice Learning Academy,5391,"5330 N 23RD AVE , PHOENIX, AZ 85015-2700","5330 N 23RD AVE , PHOENIX, AZ 85015-2700",TRUE
2023,Maricopa,FALSE,Alhambra Elementary District,Cordova Elementary School,5386,"5631 N 35TH AVE , PHOENIX, AZ 85017-2316","5631 N 35TH AVE , PHOENIX, AZ 85017-2316",TRUE
2023,Maricopa,FALSE,Alhambra Elementary District,Girls Innovation Academy,1001167,"4432 W MARYLAND AVE, GLENDALE, AZ 85301-4174","4432 W MARYLAND AVE, GLENDALE, AZ 85301-4174",FALSE
2023,Maricopa,FALSE,Alhambra Elementary District,Global Academy of Phoenix,1000259,"6615 N 39TH AVE, PHOENIX, AZ 85019-1334","6615 N 39TH AVE, PHOENIX, AZ 85019-1334",TRUE
2023,Maricopa,FALSE,Alhambra Elementary District,Granada Elementary School-East Campus,5387,"3022 W CAMPBELL AVE , PHOENIX, AZ 85017-4146","3022 W CAMPBELL AVE , PHOENIX, AZ 85017-4146",TRUE
2023,Maricopa,FALSE,Alhambra Elementary District,Granada Elementary School-West Campus,5388,"3232 W CAMPBELL AVE , PHOENIX, AZ 85017-4046","3232 W CAMPBELL AVE , PHOENIX, AZ 85017-4046",TRUE
2023,Maricopa,FALSE,Alhambra Elementary District,James W. Rice Elementary School,5383,"4530 W CAMPBELL AVE , PHOENIX, AZ 85031-1400","4530 W CAMPBELL AVE , PHOENIX, AZ 85031-1400",TRUE
2023,Maricopa,FALSE,Alhambra Elementary District,Madrid Neighborhood School,1000041,"3736 W Osborn Rd, Phoenix, AZ 85019-4004","3736 W Osborn Rd, Phoenix, AZ 85019-4004",TRUE
2023,Maricopa,FALSE,Alhambra Elementary District,Sevilla Elementary School-East Campus,5390,"3801 W MISSOURI AVE , PHOENIX, AZ 85019-2133","3801 W MISSOURI AVE , PHOENIX, AZ 85019-2133",TRUE
2023,Maricopa,FALSE,Alhambra Elementary District,Sevilla Elementary School-West Campus,79203,"3851 W MISSOURI AVE , PHOENIX, AZ 85019-2133","3851 W MISSOURI AVE , PHOENIX, AZ 85019-2133",TRUE
2023,Maricopa,FALSE,Alhambra Elementary District,Valencia Newcomer School,1000042,"3802 W Maryland Ave, Phoenix, AZ 85019-1541","3802 W Maryland Ave, Phoenix, AZ 85019-1541",TRUE
2023,Maricopa,FALSE,Alhambra Elementary District,Westwood Elementary School,5392,"4711 N 23RD AVE , PHOENIX, AZ 85015-3478","4711 N 23RD AVE , PHOENIX, AZ 85015-3478",TRUE
2023,Maricopa,TRUE,"Allen-Cochran Enterprises, Inc.",Center for Educational Excellence,5521,"1700 E ELLIOT RD STE 9 , TEMPE, AZ 85284-1631","1700 E ELLIOT RD STE 9 , TEMPE, AZ 85284-1631",FALSE
2023,Apache,FALSE,Alpine Elementary District,Alpine Elementary School,4743,"PO BOX 170 , ALPINE, AZ 85920-0170","County Rd 2311  #101, Alpine, AZ 85920",FALSE
2023,Pima,FALSE,Altar Valley Elementary District,Altar Valley Middle School,5859,"HC 3 Box 130 , Tucson, AZ 85736","16350 W AJO HWY , TUCSON, AZ 85735-2126",FALSE
2023,Pima,FALSE,Altar Valley Elementary District,Robles Elementary School,84336,"9875 S SASABE RD, TUCSON, AZ 85736-1259","9875 S SASABE RD, TUCSON, AZ 85736-1259",FALSE
2023,Maricopa,TRUE,American Basic Schools LLC,Burke Basic School,78788,"131 E SOUTHERN AVE , MESA, AZ 85210-5355","131 E SOUTHERN AVE , MESA, AZ 85210-5355",FALSE
2023,Pima,TRUE,American Charter Schools Foundation d.b.a. Alta Vista High School,Alta Vista High School,80996,"5040 S CAMPBELL AVE , TUCSON, AZ 85706-1510","5040 S CAMPBELL AVE , TUCSON, AZ 85706-1510",FALSE
2023,Pinal,TRUE,American Charter Schools Foundation d.b.a. Apache Trail High School,Apache Trail High School,6346,"945 W APACHE TRL , Apache Junction, AZ 85120-5409","945 W APACHE TRL , Apache Junction, AZ 85120-5409",FALSE
2023,Maricopa,TRUE,American Charter Schools Foundation d.b.a. Crestview College Preparatory High Sc,Crestview College Preparatory High School,78813,"2616 E GREENWAY RD, PHOENIX, AZ 85032-4320","2616 E GREENWAY RD, PHOENIX, AZ 85032-4320",TRUE
2023,Maricopa,TRUE,American Charter Schools Foundation d.b.a. Desert Hills High School,Desert Hills High School,78901,"1515 S VAL VISTA DR , GILBERT, AZ 85296-3854","1515 S VAL VISTA DR , GILBERT, AZ 85296-3854",FALSE
2023,Maricopa,TRUE,American Charter Schools Foundation d.b.a. Estrella High School,Estrella High School,78900,"510 N CENTRAL AVE, AVONDALE, AZ 85323-1909","510 N CENTRAL AVE, AVONDALE, AZ 85323-1909",FALSE
2023,Maricopa,TRUE,American Charter Schools Foundation d.b.a. Peoria Accelerated High School,Peoria Accelerated High School,78817,"8885 W PEORIA AVE , PEORIA, AZ 85345-6442","8885 W PEORIA AVE , PEORIA, AZ 85345-6442",FALSE
2023,Maricopa,TRUE,American Charter Schools Foundation d.b.a. South Pointe High School,South Pointe High School,80990,"8325 S CENTRAL AVE, PHOENIX, AZ 85042-6576","8325 S CENTRAL AVE, PHOENIX, AZ 85042-6576",TRUE
2023,Maricopa,TRUE,American Charter Schools Foundation d.b.a. South Ridge High School,South Ridge High School,88335,"1122 S 67TH AVE , PHOENIX, AZ 85043-4417","1122 S 67TH AVE , PHOENIX, AZ 85043-4417",TRUE
2023,Maricopa,TRUE,American Charter Schools Foundation d.b.a. Sun Valley High School,Sun Valley High School,6347,"1143 S LINDSAY RD , MESA, AZ 85204-6298","1143 S LINDSAY RD , MESA, AZ 85204-6298",FALSE
2023,Maricopa,TRUE,American Charter Schools Foundation d.b.a. West Phoenix High School,West Phoenix High School,6348,"3835 W THOMAS RD , PHOENIX, AZ 85019-4434","3835 W THOMAS RD , PHOENIX, AZ 85019-4434",TRUE
2023,Maricopa,TRUE,American Charter Schools Foundation dba Ridgeview College Preparatory High School,Ridgeview College Preparatory High School,1001427,"6150 N 16TH ST STE A, PHOENIX, AZ 85016-1774","1645 W Skyline Drive, San Tan Valley, AZ 85142",FALSE
2023,Maricopa,TRUE,"American Leadership Academy, Inc.",American Leadership Academy of Applied Technologies,1001761,"6913 E REMBRANDT AVE STE 1, MESA, AZ 85212-3641","7729 E. Pecos Road, Mesa, AZ 85212",FALSE
2023,Maricopa,TRUE,"American Leadership Academy, Inc.",American Leadership Academy Signal Butte K-6,242454,"19935 E CHANDLER HEIGHTS RD , QUEEN CREEK, AZ 85142-9350","APN 304-64-878, Queen Creek, AZ 85142",FALSE
2023,Maricopa,TRUE,"American Leadership Academy, Inc.",AMERICAN LEADERSHIP ACADEMY VIRTUAL ,1001506,"6913 E Rembrandt Ave, Mesa, AZ 85212","6913 E Rembrandt Ave, Mesa, AZ 85212",FALSE
2023,Maricopa,TRUE,"American Leadership Academy, Inc.","American Leadership Academy, Anthem K-6",92348,"4380 N. Hunt Hwy, Florence, AZ 85312","4380 N. Hunt Hwy, Florence, AZ 85312",FALSE
2023,Maricopa,TRUE,"American Leadership Academy, Inc.","American Leadership Academy, Gilbert K-6",5522,"3155 S SAN TAN VILLAGE PKWY , GILBERT, AZ 85295-0857","3155 S SAN TAN VILLAGE PKWY , GILBERT, AZ 85295-0857",FALSE
2023,Maricopa,TRUE,"American Leadership Academy, Inc.","American Leadership Academy, Gilbert North K-12",509281,"2250 E GERMANN RD STE 14, CHANDLER, AZ 85286-1576","1070 S HIGLEY RD , GILBERT, AZ 85296-2701",FALSE
2023,Maricopa,TRUE,"American Leadership Academy, Inc.","American Leadership Academy, Gilbert South K-6",865358,"2250 E GERMANN RD STE 14, CHANDLER, AZ 85286-1576","1750 E RIGGS RD, GILBERT, AZ 85298-0144",FALSE
2023,Maricopa,TRUE,"American Leadership Academy, Inc.","American Leadership Academy, Ironwood K12",92885,"2350 E GERMANN RD STE 24 , CHANDLER, AZ 85286-1580","463 W. Combs Rd, San Tan Valley, AZ 85141",FALSE
2023,Maricopa,TRUE,"American Leadership Academy, Inc.","American Leadership Academy, Mesa K-6",91778,"2350 E GERMANN RD STE 26 , CHANDLER, AZ 85286-1580","4507 S MOUNTAIN RD , MESA, AZ 85212-7010",FALSE
2023,Maricopa,TRUE,"American Leadership Academy, Inc.","American Leadership Academy, Queen Creek K-12",90769,"23908 S HAWES RD, QUEEN CREEK, AZ 85142-9505","23908 S HAWES RD, QUEEN CREEK, AZ 85142-9505",FALSE
2023,Maricopa,TRUE,"American Leadership Academy, Inc.","American Leadership Academy, San Tan Valley K-6",91173,"34696 N VILLAGE LN , San Tan Valley, AZ 85142-4495","34696 N VILLAGE LN , San Tan Valley, AZ 85142-4495",FALSE
2023,Maricopa,TRUE,"American Leadership Academy, Inc.","American Leadership Academy, West Foothills K-12",1001509,"6913 E Rembrandt Ave, Mesa, AZ 85212","14582 N. Sarival Ave, Surprise, AZ 85379",FALSE
2023,Maricopa,TRUE,American Virtual Academy,Primavera - Online,81178,"2471 N. Arizona Ave., Chandler, AZ 85225","2471 N. Arizona Ave., Chandler, AZ 85225",FALSE
2023,Pima,FALSE,Amphitheater Unified District,Amphi Academy Online,91755,"450 E WETMORE RD , TUCSON, AZ 85705-1744","450 E WETMORE RD , TUCSON, AZ 85705-1744",FALSE
2023,Pima,FALSE,Amphitheater Unified District,Amphitheater High School,6055,"125 W YAVAPAI RD , TUCSON, AZ 85705-3531","125 W YAVAPAI RD , TUCSON, AZ 85705-3531",FALSE
2023,Pima,FALSE,Amphitheater Unified District,Amphitheater Middle School,5805,"315 E PRINCE RD , TUCSON, AZ 85705-3639","315 E PRINCE RD , TUCSON, AZ 85705-3639",FALSE
2023,Pima,FALSE,Amphitheater Unified District,Canyon Del Oro High School,5808,"25 W CALLE CONCORDIA , ORO VALLEY, AZ 85704-8505","25 W CALLE CONCORDIA , ORO VALLEY, AZ 85704-8505",FALSE
2023,Pima,FALSE,Amphitheater Unified District,Copper Creek Elementary School,5802,"11620 N COPPER SPRING TRL , TUCSON, AZ 85737-9469","11620 N COPPER SPRING TRL , TUCSON, AZ 85737-9469",FALSE
2023,Pima,FALSE,Amphitheater Unified District,Coronado K-8 School,5799,"3401 E WILDS RD , TUCSON, AZ 85739-9510","3401 E WILDS RD , TUCSON, AZ 85739-9510",FALSE
2023,Pima,FALSE,Amphitheater Unified District,E C Nash School,5796,"515 W KELSO ST , TUCSON, AZ 85705-4237","515 W KELSO ST , TUCSON, AZ 85705-4237",FALSE
2023,Pima,FALSE,Amphitheater Unified District,Frances Owen Holaway Elementary School,5794,"3500 N CHERRY AVE , TUCSON, AZ 85719-1901","3500 N CHERRY AVE , TUCSON, AZ 85719-1901",FALSE
2023,Pima,FALSE,Amphitheater Unified District,Helen Keeling Elementary School,5795,"2837 N LOS ALTOS AVE , TUCSON, AZ 85705-4600","2837 N LOS ALTOS AVE , TUCSON, AZ 85705-4600",FALSE
2023,Pima,FALSE,Amphitheater Unified District,Ironwood Ridge High School,79378,"2475 W NARANJA DR , ORO VALLEY, AZ 85742-9733","2475 W NARANJA DR , ORO VALLEY, AZ 85742-9733",FALSE
2023,Pima,FALSE,Amphitheater Unified District,L M Prince School,5797,"125 E PRINCE RD , TUCSON, AZ 85705-3635","125 E PRINCE RD , TUCSON, AZ 85705-3635",FALSE
2023,Pima,FALSE,Amphitheater Unified District,La Cima Middle School,5804,"5600 N LA CANADA DR , TUCSON, AZ 85704-1628","5600 N LA CANADA DR , TUCSON, AZ 85704-1628",FALSE
2023,Pima,FALSE,Amphitheater Unified District,Lawrence W Cross Middle School,5806,"1000 W CHAPALA DR , TUCSON, AZ 85704-4518","1000 W CHAPALA DR , TUCSON, AZ 85704-4518",FALSE
2023,Pima,FALSE,Amphitheater Unified District,Lulu Walker School,5798,"1750 W ROLLER COASTER RD , TUCSON, AZ 85704-1524","1750 W ROLLER COASTER RD , TUCSON, AZ 85704-1524",FALSE
2023,Pima,FALSE,Amphitheater Unified District,Marion Donaldson Elementary School,5792,"2040 W OMAR DR , TUCSON, AZ 85704-1245","2040 W OMAR DR , TUCSON, AZ 85704-1245",FALSE
2023,Pima,FALSE,Amphitheater Unified District,Mesa Verde Elementary School,5800,"1661 W SAGE ST , TUCSON, AZ 85704-2244","1661 W SAGE ST , TUCSON, AZ 85704-2244",FALSE
2023,Pima,FALSE,Amphitheater Unified District,Painted Sky Elementary School,79282,"12620 N WOODBURNE AVE , ORO VALLEY, AZ 85755-1835","12620 N WOODBURNE AVE , ORO VALLEY, AZ 85755-1835",FALSE
2023,Pima,FALSE,Amphitheater Unified District,Richard B Wilson Jr School,5807,"2330 W GLOVER RD , ORO VALLEY, AZ 85742-7401","2330 W GLOVER RD , ORO VALLEY, AZ 85742-7401",FALSE
2023,Pima,FALSE,Amphitheater Unified District,Rillito Center,5803,"266 E PASTIME RD , TUCSON, AZ 85705-3350","266 E PASTIME RD , TUCSON, AZ 85705-3350",FALSE
2023,Pima,FALSE,Amphitheater Unified District,Rio Vista Elementary School,5801,"1351 E LIMBERLOST DR , TUCSON, AZ 85719-1120","1351 E LIMBERLOST DR , TUCSON, AZ 85719-1120",FALSE
2023,Pima,FALSE,Amphitheater Unified District,The Innovation Academy,12976,"825 W DESERT FAIRWAYS DR , ORO VALLEY, AZ 85755-0001","825 W DESERT FAIRWAYS DR , ORO VALLEY, AZ 85755-0001",FALSE
2023,Pima,FALSE,Amphitheater Unified District,Winifred Harelson Elementary School,5793,"826 W CHAPALA DR , TUCSON, AZ 85704-4515","826 W CHAPALA DR , TUCSON, AZ 85704-4515",FALSE
2023,Yuma,FALSE,Antelope Union High School District,Antelope Union High School,6188,"9168 South Ave 36 East , Wellton, AZ 85356","9168 South Ave 36 East , Wellton, AZ 85356",FALSE
2023,Yuma,FALSE,Antelope Union High School District,AUHS Online Acadamy,92739,"9168 S. Ave 36E, Wellton, AZ 85356","9168 S. Ave 36E, Wellton, AZ 85356",FALSE
2023,Maricopa,TRUE,Anthem Preparatory Academy,Great Hearts Academies - Anthem Prep,90635,"4801 E WASHINGTON ST STE 250, PHOENIX, AZ 85034-2025","39808 N GAVILAN PEAK PKWY , ANTHEM, AZ 85086-2523",FALSE
2023,Cochise,FALSE,Apache Elementary District,Apache Elementary School,4786,"PO BOX 1119, DOUGLAS, AZ 85608-1119","10488 N. Skelton Canyon Rd., Apache Junction, AZ 85608",FALSE
2023,Pinal,FALSE,Apache Junction Unified District,Apache Junction High School,5925,"2525 S IRONWOOD DR , Apache Junction, AZ 85120-7100","2525 S IRONWOOD DR , Apache Junction, AZ 85120-7100",FALSE
2023,Pinal,FALSE,Apache Junction Unified District,Cactus Canyon Junior High,5923,"801 W SOUTHERN AVE , Apache Junction, AZ 85120-7416","801 W SOUTHERN AVE , Apache Junction, AZ 85120-7416",FALSE
2023,Pinal,FALSE,Apache Junction Unified District,Desert Vista Elementary School,5922,"3701 E BROADWAY AVE , Apache Junction, AZ 85119-9301","3701 E BROADWAY AVE , Apache Junction, AZ 85119-9301",FALSE
2023,Pinal,FALSE,Apache Junction Unified District,Four Peaks Elementary School,5920,"1755 N IDAHO RD , Apache Junction, AZ 85119-1716","1755 N IDAHO RD , Apache Junction, AZ 85119-1716",FALSE
2023,Pinal,FALSE,Apache Junction Unified District,Peralta Trail Elementary School,79631,"10965 E PERALTA RD , Apache Junction, AZ 85118-4799","10965 E PERALTA RD , Apache Junction, AZ 85118-4799",FALSE
2023,Pima,TRUE,Aprender Tucson,Southside Community School,79432,"2701 S CAMPBELL AVE , TUCSON, AZ 85713-5080","2701 S CAMPBELL AVE , TUCSON, AZ 85713-5080",FALSE
2023,Pinal,TRUE,ARCHES Academy,ARCHES Academy,1000276,"1150 W SUPERSTITION BLVD, APACHE JCT, AZ 85120-4043","1150 W SUPERSTITION BLVD, APACHE JCT, AZ 85120-4043",FALSE
2023,Maricopa,TRUE,Archway Classical Academy Arete,Great Hearts Academies - Archway Arete,92313,"4801 E WASHINGTON ST STE 250, PHOENIX, AZ 85034-2025","4525 E. Baseline Road, Gilbert, AZ 85234",FALSE
2023,Maricopa,TRUE,Archway Classical Academy Chandler,Great Hearts Academies - Archway Chandler,90999,"4801 E WASHINGTON ST STE 250, PHOENIX, AZ 85034-2025","1951 N ALMA SCHOOL RD , CHANDLER, AZ 85224-2840",FALSE
2023,Maricopa,TRUE,Archway Classical Academy Cicero,Great Hearts Academies - Archway Cicero,92315,"4801 E WASHINGTON ST STE 250, PHOENIX, AZ 85034-2025","3102 N 56TH ST , PHOENIX, AZ 85018-6606",TRUE
2023,Maricopa,TRUE,Archway Classical Academy Glendale,Great Hearts Academies - Archway Glendale,91879,"4801 E WASHINGTON ST STE 250, PHOENIX, AZ 85034-2025","23276 N 83RD AVE , PEORIA, AZ 85383-1621",FALSE
2023,Maricopa,TRUE,Archway Classical Academy Lincoln,Great Hearts Academies - Archway Lincoln,92708,"4801 E WASHINGTON ST STE 250, PHOENIX, AZ 85034-2025","2250 S GILBERT RD , CHANDLER, AZ 85286-1588",FALSE
2023,Maricopa,TRUE,Archway Classical Academy North Phoenix,Great Hearts Academies - Archway North Phoenix,91785,"4801 E WASHINGTON ST STE 250, PHOENIX, AZ 85034-2025","14100 N 32ND ST , PHOENIX, AZ 85032-5028",TRUE
2023,Maricopa,TRUE,Archway Classical Academy Scottsdale,Great Hearts Academies - Archway Scottsdale,90994,"4801 E WASHINGTON ST STE 250, PHOENIX, AZ 85034-2025","16648 N 94th St, Scottsdale, AZ 85255",FALSE
2023,Maricopa,TRUE,Archway Classical Academy Trivium East,Great Hearts Academies - Roosevelt,92707,"4801 E WASHINGTON ST STE 250, PHOENIX, AZ 85034-2025","555 South Jackrabbit Trail, Buckeye, AZ 85326",FALSE
2023,Maricopa,TRUE,Archway Classical Academy Trivium West,Great Hearts Academies - Archway Trivium West,91001,"4801 E WASHINGTON ST STE 250, PHOENIX, AZ 85034-2025","2001 N BULLARD AVE , GOODYEAR, AZ 85395-3372",FALSE
2023,Maricopa,TRUE,Archway Classical Academy Trivium West,Great Hearts Online - Arizona,1001717,"4801 E WASHINGTON ST STE 250, PHOENIX, AZ 85034-2025","4801 E WASHINGTON ST STE 250, PHOENIX, AZ 85034-2025",TRUE
2023,Maricopa,TRUE,Archway Classical Academy Veritas,Great Hearts Academies - Archway Veritas,91000,"4801 E WASHINGTON ST STE 250, PHOENIX, AZ 85034-2025","3102 N 56TH ST , PHOENIX, AZ 85018-6606",TRUE
2023,Maricopa,TRUE,Arete Preparatory Academy,Great Hearts Academies - Arete Prep,89487,"4801 E WASHINGTON ST STE 250, PHOENIX, AZ 85034-2025","4525 E. Baseline Road, Gilbert, AZ 85234",FALSE
