Fiscal Year,County,Is Charter,LEA Name,School Name,School Id,Mailing Address,Physical Address,Phoenix
2023,Maricopa,TRUE,Incito Schools,Incito Schools,92230,"877 N SARIVAL AVE , GOODYEAR, AZ 85338-2316","877 N SARIVAL AVE , GOODYEAR, AZ 85338-2316",FALSE
2023,Maricopa,TRUE,Incito Schools,Incito Schools-Phoenix,1000253,"PO BOX 7470, GOODYEAR, AZ 85338-0642","1301 E ALMERIA RD, PHOENIX, AZ 85006-2509",TRUE
2023,Pima,TRUE,"Institute for Transformative Education, Inc.",Changemaker High School,91782,"1300 S BELVEDERE AVE , TUCSON, AZ 85711-5701","1300 S BELVEDERE AVE , TUCSON, AZ 85711-5701",FALSE
2023,Maricopa,TRUE,Integrity Education Incorporated,Integrity Education Centre,10811,"515 E CONTINENTAL DR , TEMPE, AZ 85281-1057","515 E CONTINENTAL DR , TEMPE, AZ 85281-1057",FALSE
2023,Maricopa,TRUE,"Intelli-School, Inc.",Intelli-School - Paradise Valley,10746,"2222 W NORTHERN AVE STE A110, PHOENIX, AZ 85021-5697","1427 E. Bell Rd. STE 102-103, Phoenix, AZ 85022",TRUE
2023,Maricopa,TRUE,"Intelli-School, Inc.",IntelliSchool Online,1001763,"2222 W NORTHERN AVE STE A110, PHOENIX, AZ 85021-5697","2222 W NORTHERN AVE STE A110, PHOENIX, AZ 85021-5697",TRUE
2023,Maricopa,TRUE,"International Commerce Secondary Schools, Inc.",International Commerce High School - Phoenix,88232,"5201 N 7TH ST , PHOENIX, AZ 85014-2802","5201 N 7TH ST , PHOENIX, AZ 85014-2802",TRUE
2023,Maricopa,FALSE,Isaac Elementary District,Alta E Butler School,5236,"3348 W MCDOWELL RD , PHOENIX, AZ 85009-2416","3348 W MCDOWELL RD , PHOENIX, AZ 85009-2416",TRUE
2023,Maricopa,FALSE,Isaac Elementary District,Bret Tarver Education Complex,5241,"3101 W MCDOWELL RD , PHOENIX, AZ 85009-2419","3101 W MCDOWELL RD , PHOENIX, AZ 85009-2419",TRUE
2023,Maricopa,FALSE,Isaac Elementary District,David Kazan Family Educational Center,90479,"3348 W MCDOWELL RD , PHOENIX, AZ 85009-2416","2941 N 43RD AVE , PHOENIX, AZ 85031-3837",TRUE
2023,Maricopa,FALSE,Isaac Elementary District,Esperanza Elementary School,5240,"3025 W MCDOWELL RD , PHOENIX, AZ 85009-2512","3025 W MCDOWELL RD , PHOENIX, AZ 85009-2512",TRUE
2023,Maricopa,FALSE,Isaac Elementary District,Isaac Middle School,5234,"3402 W MCDOWELL RD , PHOENIX, AZ 85009-2317","3402 W MCDOWELL RD , PHOENIX, AZ 85009-2317",TRUE
2023,Maricopa,FALSE,Isaac Elementary District,Isaac Online Prep Academy,1001624,"3348 W MCDOWELL RD, PHOENIX, AZ 85009-2416","3348 W MCDOWELL RD, PHOENIX, AZ 85009-2416",TRUE
2023,Maricopa,FALSE,Isaac Elementary District,J B Sutton Elementary School,5235,"1001 N 31ST AVE , PHOENIX, AZ 85009-3437","1001 N 31ST AVE , PHOENIX, AZ 85009-3437",TRUE
2023,Maricopa,FALSE,Isaac Elementary District,Joseph Zito Elementary School,5238,"4525 W ENCANTO BLVD , PHOENIX, AZ 85035-2213","4525 W ENCANTO BLVD , PHOENIX, AZ 85035-2213",TRUE
2023,Maricopa,FALSE,Isaac Elementary District,Mitchell Elementary School,5239,"1700 N 41ST AVE , PHOENIX, AZ 85009-2039","1700 N 41ST AVE , PHOENIX, AZ 85009-2039",TRUE
2023,Maricopa,FALSE,Isaac Elementary District,Morris K. Udall Escuela de Bellas Artes,78934,"3348 W MCDOWELL RD , PHOENIX, AZ 85009-2416","3348 W MCDOWELL RD , PHOENIX, AZ 85009-2416",TRUE
2023,Maricopa,FALSE,Isaac Elementary District,Moya Elementary,79821,"406 N 41ST AVE , PHOENIX, AZ 85009-4069","406 N 41ST AVE , PHOENIX, AZ 85009-4069",TRUE
2023,Maricopa,FALSE,Isaac Elementary District,P T Coe Elementary School,5237,"3801 W ROANOKE AVE , PHOENIX, AZ 85009-1304","3801 W ROANOKE AVE , PHOENIX, AZ 85009-1304",TRUE
2023,Maricopa,FALSE,Isaac Elementary District,Pueblo Del Sol Middle School,5243,"3449 N 39TH AVE , PHOENIX, AZ 85019-3998","3449 N 39TH AVE , PHOENIX, AZ 85019-3998",TRUE
2023,Pinal,FALSE,J O Combs Unified School District,Combs Center for Success High School,1001830,"38300 N GANTZEL RD, SAN TAN VLY, AZ 85140-7356","38300 N GANTZEL RD, SAN TAN VLY, AZ 85140-7356",FALSE
2023,Pinal,FALSE,J O Combs Unified School District,Combs Center for Success Middle School,1001831,"38300 N GANTZEL RD, SAN TAN VLY, AZ 85140-7356","38300 N GANTZEL RD, SAN TAN VLY, AZ 85140-7356",FALSE
2023,Pinal,FALSE,J O Combs Unified School District,Combs High School,89859,"301 E COMBS RD , San Tan Valley, AZ 85140-9164","2505 E GERMANN RD , San Tan Valley, AZ 85140-8913",FALSE
2023,Pinal,FALSE,J O Combs Unified School District,Combs Online School for Success,1001141,"43371 N KENWORTHY RD, SAN TAN VLY, AZ 85140","301 E COMBS RD, SAN TAN VLY, AZ 85140-9164",FALSE
2023,Pinal,FALSE,J O Combs Unified School District,Combs Traditional Academy,90807,"38300 N GANTZEL RD, San Tan Valley, AZ 85140-7356","38300 N GANTZEL RD, San Tan Valley, AZ 85140-7356",FALSE
2023,Pinal,FALSE,J O Combs Unified School District,Ellsworth Elementary School,89569,"38454 N CAROLINA AVE , QUEEN CREEK, AZ 85140-5835","38454 N CAROLINA AVE , QUEEN CREEK, AZ 85140-5835",FALSE
2023,Pinal,FALSE,J O Combs Unified School District,J. O. Combs Middle School,5928,"301 E COMBS RD , San Tan Valley, AZ 85140-9164","37611 N PECAN CRK , San Tan Valley, AZ 85140-5100",FALSE
2023,Pinal,FALSE,J O Combs Unified School District,Jack Harmon Elementary School,87489,"39315 N CORTONA DR , San Tan Valley, AZ 85140-6242","39315 N CORTONA DR , San Tan Valley, AZ 85140-6242",FALSE
2023,Pinal,FALSE,J O Combs Unified School District,Kathryn Sue Simonton Elementary,79831,"40300 N SIMONTON BLVD , QUEEN CREEK, AZ 85140-3164","40300 N SIMONTON BLVD , QUEEN CREEK, AZ 85140-3164",FALSE
2023,Pinal,FALSE,J O Combs Unified School District,Ranch Elementary School,89860,"43521 N KENWORTHY RD , San Tan Valley, AZ 85140-8700","43521 N KENWORTHY RD , San Tan Valley, AZ 85140-8700",FALSE
2023,Maricopa,TRUE,James Madison Preparatory School,James Madison Preparatory School,79113,"5815 S MCCLINTOCK DR , TEMPE, AZ 85283-3227","5815 S MCCLINTOCK DR , TEMPE, AZ 85283-3227",FALSE
2023,Maricopa,TRUE,James Sandoval Preparatory High School,Crown Point High School,79476,"5850 W Northview Ave, Glendale, AZ 85301","5850 W Northview Ave, Glendale, AZ 85301",FALSE
2023,Navajo,FALSE,Joseph City Unified District,Joseph City Elementary School,5605,"PO BOX 8 , JOSEPH CITY, AZ 86032-0008","8176 WESTOVER ST , JOSEPH CITY, AZ 86032",FALSE
2023,Navajo,FALSE,Joseph City Unified District,Joseph City High School,5606,"PO BOX 8 , JOSEPH CITY, AZ 86032-0008","4629 2nd North , Joseph City, AZ 86032",FALSE
2023,Navajo,FALSE,Joseph City Unified District,Joseph City Junior High School,87530,"PO BOX 8 , JOSEPH CITY, AZ 86032-0008","4629 E. Second North, Joseph City, AZ 86032",FALSE
2023,Yuma,TRUE,Juniper Tree Academy,Desert View Academy,79112,"PO BOX 6502 , YUMA, AZ 85366-2522","3777 W 16TH ST, YUMA, AZ 85364-4502",FALSE
2023,Maricopa,TRUE,Kaizen Education Foundation dba Advance U,South Mountain Preparatory Academy,92225,"449 E SOUTHERN AVE , PHOENIX, AZ 85040-3045","449 E SOUTHERN AVE , PHOENIX, AZ 85040-3045",TRUE
2023,Santa Cruz,TRUE,Kaizen Education Foundation dba Colegio Petite Phoenix,Colegio Petite Arizona,766437,"7878 N. 16th Street, Phoenix, AZ 85020","850 N MORLEY AVE , NOGALES, AZ 85621-2924",FALSE
2023,Maricopa,TRUE,Kaizen Education Foundation dba Discover U Elementary School,Desert Mirage Preparatory Academy,92224,"13226 N 113TH AVE , YOUNGTOWN, AZ 85363-1026","13226 N 113TH AVE , YOUNGTOWN, AZ 85363-1026",FALSE
2023,Maricopa,TRUE,Kaizen Education Foundation dba El Dorado High School,Glenview College Preparatory High School,92246,"7878 N 16TH ST STE 150 , PHOENIX, AZ 85020-4470","3802 W MARYLAND AVE , PHOENIX, AZ 85019-1541",TRUE
2023,Maricopa,TRUE,Kaizen Education Foundation dba El Dorado High School,Kaizen Education Foundation dba El Dorado High School,78899,"2200 N ARIZONA AVE STE 17 , CHANDLER, AZ 85225-3452","2200 N ARIZONA AVE STE 17 , CHANDLER, AZ 85225-3452",FALSE
2023,Maricopa,TRUE,Kaizen Education Foundation dba Gilbert Arts Academy,Kaizen Education Foundation dba Gilbert Arts Academy,89866,"862 E ELLIOT RD , GILBERT, AZ 85234-6912","862 E ELLIOT RD , GILBERT, AZ 85234-6912",FALSE
2023,Maricopa,TRUE,Kaizen Education Foundation dba Havasu Preparatory Academy,Havasu Preparatory Academy,91157,"7878 N 16TH ST STE 150 , PHOENIX, AZ 85020-4470","3155 MARICOPA AVE , Lake Havasu City, AZ 86406-8635",FALSE
2023,Maricopa,TRUE,Kaizen Education Foundation dba Liberty Arts Academy,Liberty Arts Academy,89868,"3015 S POWER RD , MESA, AZ 85212-3000","3015 S POWER RD , MESA, AZ 85212-3000",FALSE
2023,Maricopa,TRUE,Kaizen Education Foundation dba Maya High School,Kaizen Education Foundation dba Maya High School,10748,"3660 W GLENDALE AVE, PHOENIX, AZ 85051-8335","3660 W GLENDALE AVE, PHOENIX, AZ 85051-8335",TRUE
2023,Maricopa,TRUE,Kaizen Education Foundation dba Mission Heights Preparatory High School,Leona Connected High School,1001670,"6150 N 16TH ST STE A, PHOENIX, AZ 85016-1774","1376 E COTTONWOOD LN, CASA GRANDE, AZ 85122-2971",FALSE
2023,Maricopa,TRUE,Kaizen Education Foundation dba Mission Heights Preparatory High School,Mission Heights Preparatory High School,91158,"7878 N 16TH ST STE 150 , PHOENIX, AZ 85020-4470","1376 E COTTONWOOD LN , CASA GRANDE, AZ 85122-2971",FALSE
2023,Pima,TRUE,Kaizen Education Foundation dba Skyview High School,Skyview High School,6350,"4290 S MILLER RD STE 102, BUCKEYE, AZ 85326-6307","4290 S MILLER RD STE 102, BUCKEYE, AZ 85326-6307",FALSE
2023,Maricopa,TRUE,Kaizen Education Foundation dba South Pointe Elementary School,Kaizen Education Foundation dba South Pointe Elementary School,78851,"1290 N SCOTTSDALE RD STE 117, TEMPE, AZ 85281-1704","2033 E SOUTHERN AVE, PHOENIX, AZ 85040-3344",TRUE
2023,Maricopa,TRUE,Kaizen Education Foundation dba South Pointe Junior High School,South Pointe Junior High School,79178,"7878 N 16TH ST STE 150 , PHOENIX, AZ 85020-4470","217 E OLYMPIC DR , PHOENIX, AZ 85042-6564",TRUE
2023,Maricopa,TRUE,Kaizen Education Foundation dba Summit High School,Kaizen Education Foundation dba Summit High School,10749,"728 E MCDOWELL RD , PHOENIX, AZ 85006-2518","728 E MCDOWELL RD , PHOENIX, AZ 85006-2518",TRUE
2023,Maricopa,TRUE,Kaizen Education Foundation dba Tempe Accelerated High School,Kaizen Education Foundation dba Quest High School,6349,"217 E OLYMPIC DR , PHOENIX, AZ 85042-6564","217 E OLYMPIC DR , PHOENIX, AZ 85042-6564",TRUE
2023,Maricopa,TRUE,Kaizen Education Foundation dba Vista Grove Preparatory Academy Elementary,Kaizen Education Foundation dba Vista Grove Preparatory Academy Elementary,89867,"2929 E MCKELLIPS RD , MESA, AZ 85213-3128","2929 E MCKELLIPS RD , MESA, AZ 85213-3128",FALSE
2023,Maricopa,TRUE,Kaizen Education Foundation dba Vista Grove Preparatory Academy Middle School,Vista Grove Preparatory Academy Middle School,79177,"2929 E MCKELLIPS RD, MESA, AZ 85213-3128","2929 E MCKELLIPS RD, MESA, AZ 85213-3128",FALSE
2023,Maricopa,TRUE,Kaleidoscope School,Kaleidoscope School,1000277,"16850 N 16TH ST, PHOENIX, AZ 85022","16850 N 16TH ST, PHOENIX, AZ 85022",TRUE
2023,Navajo,FALSE,Kayenta Unified School District #27,Kayenta Elementary School,5642,"PO BOX 337 , KAYENTA, AZ 86033-0337","North US Hwy 163, Mustang Blvd., Kayenta, AZ 86033",FALSE
2023,Navajo,FALSE,Kayenta Unified School District #27,Kayenta Middle School,5641,"PO BOX 337 , KAYENTA, AZ 86033-0337","North U.S. Highway 163 , Kayenta, AZ 86033",FALSE
2023,Navajo,FALSE,Kayenta Unified School District #27,Monument Valley High School,5644,"PO BOX 337 , KAYENTA, AZ 86033-0337","Highway 163, Kayenta, AZ 86033",FALSE
2023,Maricopa,TRUE,"Kestrel Schools, Inc.",Valley Preparatory Academy,79111,"2150 Southern Avenue STE 713, Tempe, AZ 85282","2150 Southern Avenue STE 713, Tempe, AZ 85282",FALSE
2023,Maricopa,TRUE,"Keystone Montessori Charter School, Inc.",Keystone Montessori Charter School,10884,"1025 E LIBERTY LN , PHOENIX, AZ 85048-8462","1025 E LIBERTY LN , PHOENIX, AZ 85048-8462",TRUE
2023,Pima,TRUE,Khalsa Family Services,Khalsa School,79431,"3701 E RIVER RD , TUCSON, AZ 85718-6633","3701 E RIVER RD , TUCSON, AZ 85718-6633",FALSE
2023,Maricopa,TRUE,Khalsa Montessori Elementary Schools,Khalsa Montessori Elementary School - Phoenix,5547,"2536 N 3RD ST , PHOENIX, AZ 85004-1308","2536 N 3RD ST , PHOENIX, AZ 85004-1308",TRUE
2023,Mohave,TRUE,Kingman Academy Of Learning,Kingman Academy of Learning - High School,79373,"3410 N BURBANK ST, KINGMAN, AZ 86409-3105","3420 N BURBANK ST , KINGMAN, AZ 86409-3105",FALSE
2023,Mohave,TRUE,Kingman Academy Of Learning,Kingman Academy of Learning - Intermediate School,5597,"3410 N BURBANK ST , KINGMAN, AZ 86409-3105","3419 HARRISON ST , KINGMAN, AZ 86409-3604",FALSE
2023,Mohave,TRUE,Kingman Academy Of Learning,Kingman Academy of Learning - Middle School,6051,"3410 N BURBANK ST , KINGMAN, AZ 86409-3105","3269 HARRISON ST , KINGMAN, AZ 86409-3679",FALSE
2023,Mohave,TRUE,Kingman Academy Of Learning,Kingman Academy of Learning - Primary School,5596,"3410 N BURBANK ST, KINGMAN, AZ 86409-3105","3400 N BURBANK ST , KINGMAN, AZ 86409-3105",FALSE
2023,Mohave,FALSE,Kingman Unified School District,Black Mountain Elementary School,5577,"3404 N SANTA MARIA RD , GOLDEN VALLEY, AZ 86413-9468","3404 N SANTA MARIA RD , GOLDEN VALLEY, AZ 86413-9468",FALSE
2023,Mohave,FALSE,Kingman Unified School District,Cerbat Elementary,5576,"2689 E JAGERSON AVE , KINGMAN, AZ 86409-1440","2689 E JAGERSON AVE , KINGMAN, AZ 86409-1440",FALSE
2023,Mohave,FALSE,Kingman Unified School District,Desert Willow Elementary School,90667,"3700 PROSPECTOR ST , KINGMAN, AZ 86401-1901","3700 PROSPECTOR ST , KINGMAN, AZ 86401-1901",FALSE
2023,Mohave,FALSE,Kingman Unified School District,Hualapai Elementary,5571,"350 EASTERN ST , KINGMAN, AZ 86401-5381","350 EASTERN ST , KINGMAN, AZ 86401-5381",FALSE
2023,Mohave,FALSE,Kingman Unified School District,Kingman High School,5595,"4182 N BANK ST , KINGMAN, AZ 86409-2715","4182 N BANK ST , KINGMAN, AZ 86409-2715",FALSE
2023,Mohave,FALSE,Kingman Unified School District,Kingman Middle School,5575,"1969 DETROIT AVE , KINGMAN, AZ 86401-4118","1969 DETROIT AVE , KINGMAN, AZ 86401-4118",FALSE
2023,Mohave,FALSE,Kingman Unified School District,Kingman Online Learning Academy (KOLA) Elementary School,1001747,"3033 MacDonald Ave, Kingman, AZ 86401","3033 MacDonald Ave, Kingman, AZ 86401",FALSE
2023,Mohave,FALSE,Kingman Unified School District,Kingman Online Learning Academy (KOLA) High School,1001750,"3033 MacDonald Ave, KINGMAN, AZ 86401-4235","3033 MacDonald Ave, KINGMAN, AZ 86401-4235",FALSE
2023,Mohave,FALSE,Kingman Unified School District,Kingman Online Learning Academy (KOLA) Middle School,1001749,"3033 MacDonald Ave, KINGMAN, AZ 86401-4235","3033 MacDonald Ave, KINGMAN, AZ 86401-4235",FALSE
2023,Mohave,FALSE,Kingman Unified School District,La Senita Elementary,5572,"3033 MCDONALD AVE , KINGMAN, AZ 86401-4235","3175 E GORDON DR , KINGMAN, AZ 86409-3303",FALSE
2023,Mohave,FALSE,Kingman Unified School District,Lee Williams High School,91772,"400 GRANDVIEW AVE , KINGMAN, AZ 86401-5704","400 GRANDVIEW AVE , KINGMAN, AZ 86401-5704",FALSE
2023,Mohave,FALSE,Kingman Unified School District,Manzanita Elementary,5573,"2601 DETROIT AVE , KINGMAN, AZ 86401-4216","2601 DETROIT AVE , KINGMAN, AZ 86401-4216",FALSE
2023,Mohave,FALSE,Kingman Unified School District,Mt Tipton Elementary School,5580,"PO BOX 248 , DOLAN SPRINGS, AZ 86441-0248","16500 Pierce Ferry Road , Dolan Springs, AZ 86441",FALSE
2023,Mohave,FALSE,Kingman Unified School District,White Cliffs Middle School,88409,"3550 PROSPECTOR ST , KINGMAN, AZ 86401-1900","3550 PROSPECTOR ST , KINGMAN, AZ 86401-1900",FALSE
2023,Yavapai,FALSE,Kirkland Elementary District,Kirkland Elementary School,6115,"PO BOX 210 , KIRKLAND, AZ 86332-0210","14200 W. Kirkland/Hillside Rd., Kirkland, AZ 86332",FALSE
2023,Maricopa,FALSE,Kyrene Elementary District,C I Waggoner School,5302,"1050 E CARVER RD , TEMPE, AZ 85284-2447","1050 E CARVER RD , TEMPE, AZ 85284-2447",FALSE
2023,Maricopa,FALSE,Kyrene Elementary District,Kyrene Akimel A-Al Middle School,5298,"2720 E LIBERTY LN , PHOENIX, AZ 85048-8269","2720 E LIBERTY LN , PHOENIX, AZ 85048-8269",TRUE
2023,Maricopa,FALSE,Kyrene Elementary District,Kyrene Altadena Middle School,5297,"14620 S. Desert Foothills Blvd., Phoenix, AZ 85048","14620 S. Desert Foothills Blvd., Phoenix, AZ 85048",TRUE
2023,Maricopa,FALSE,Kyrene Elementary District,Kyrene Aprende Middle School,5296,"777 N. Desert Breeze Blvd. East , Chandler, AZ 85226","777 N. Desert Breeze Blvd. East , Chandler, AZ 85226",FALSE
2023,Maricopa,FALSE,Kyrene Elementary District,Kyrene Centennial Middle School,5299,"13808 S 36TH ST , PHOENIX, AZ 85044-8289","13808 S 36TH ST , PHOENIX, AZ 85044-8289",TRUE
2023,Maricopa,FALSE,Kyrene Elementary District,Kyrene de la Colina School,5308,"13612 S 36TH ST , PHOENIX, AZ 85044-4544","13612 S 36TH ST , PHOENIX, AZ 85044-4544",TRUE
2023,Maricopa,FALSE,Kyrene Elementary District,Kyrene de la Esperanza School,5315,"14841 S 41ST PL , PHOENIX, AZ 85044-3727","14841 S 41ST PL , PHOENIX, AZ 85044-3727",TRUE
2023,Maricopa,FALSE,Kyrene Elementary District,Kyrene de la Estrella Elementary School,78923,"2620 E LIBERTY LN , PHOENIX, AZ 85048-8273","2620 E LIBERTY LN , PHOENIX, AZ 85048-8273",TRUE
2023,Maricopa,FALSE,Kyrene Elementary District,Kyrene de la Mariposa School,5310,"50 E KNOX RD , TEMPE, AZ 85284-3183","50 E KNOX RD , TEMPE, AZ 85284-3183",FALSE
2023,Maricopa,FALSE,Kyrene Elementary District,Kyrene de la Mirada School,5314,"5500 W GALVESTON ST , CHANDLER, AZ 85226-2776","5500 W GALVESTON ST , CHANDLER, AZ 85226-2776",FALSE
2023,Maricopa,FALSE,Kyrene Elementary District,Kyrene de la Paloma School,5307,"5000 W WHITTEN ST , CHANDLER, AZ 85226-4521","5000 W WHITTEN ST , CHANDLER, AZ 85226-4521",FALSE
2023,Maricopa,FALSE,Kyrene Elementary District,Kyrene de la Sierra School,5313,"1122 E LIBERTY LN , PHOENIX, AZ 85048-8426","1122 E LIBERTY LN , PHOENIX, AZ 85048-8426",TRUE
2023,Maricopa,FALSE,Kyrene Elementary District,Kyrene de las Brisas School,5316,"777 N DESERT BREEZE BLVD E BLDG 1 , CHANDLER, AZ 85226-6218","777 N DESERT BREEZE BLVD E BLDG 1 , CHANDLER, AZ 85226-6218",FALSE
2023,Maricopa,FALSE,Kyrene Elementary District,Kyrene de las Lomas School,5304,"11820 S WARNER ELLIOT LOOP , PHOENIX, AZ 85044-1800","11820 S WARNER ELLIOT LOOP , PHOENIX, AZ 85044-1800",TRUE
2023,Maricopa,FALSE,Kyrene Elementary District,Kyrene de las Manitas School,5318,"1201 W COURTNEY LN , TEMPE, AZ 85284-5131","1201 W COURTNEY LN , TEMPE, AZ 85284-5131",FALSE
2023,Maricopa,FALSE,Kyrene Elementary District,Kyrene de los Cerritos School,5317,"14620 S DESERT FOOTHILLS PKWY BLDG 3 , PHOENIX, AZ 85048-4607","14620 S DESERT FOOTHILLS PKWY BLDG 3 , PHOENIX, AZ 85048-4607",TRUE
2023,Maricopa,FALSE,Kyrene Elementary District,Kyrene De Los Lagos School,5311,"17001 S 34TH WAY , PHOENIX, AZ 85048-7806","17001 S 34TH WAY , PHOENIX, AZ 85048-7806",TRUE
2023,Maricopa,FALSE,Kyrene Elementary District,Kyrene de los Ninos School,5305,"1330 E DAVA DR , TEMPE, AZ 85283-4841","1330 E DAVA DR , TEMPE, AZ 85283-4841",FALSE
2023,Maricopa,FALSE,Kyrene Elementary District,Kyrene del Cielo School,5306,"1350 N LAKESHORE DR , CHANDLER, AZ 85226-7208","1350 N LAKESHORE DR , CHANDLER, AZ 85226-7208",FALSE
2023,Maricopa,FALSE,Kyrene Elementary District,Kyrene del Milenio,79143,"4630 E FRYE RD , PHOENIX, AZ 85048-7682","4630 E FRYE RD , PHOENIX, AZ 85048-7682",TRUE
2023,Maricopa,FALSE,Kyrene Elementary District,Kyrene del Norte School,5303,"1331 E REDFIELD RD , TEMPE, AZ 85283-4133","1331 E REDFIELD RD , TEMPE, AZ 85283-4133",FALSE
2023,Maricopa,FALSE,Kyrene Elementary District,Kyrene del Pueblo Middle School,5300,"360 S TWELVE OAKS BLVD , CHANDLER, AZ 85226-4819","360 S TWELVE OAKS BLVD , CHANDLER, AZ 85226-4819",FALSE
2023,Maricopa,FALSE,Kyrene Elementary District,Kyrene Digital Academy,1001168,"8700 S KYRENE RD, TEMPE, AZ 85284-2108","8700 S KYRENE RD, TEMPE, AZ 85284-2108",FALSE
2023,Maricopa,FALSE,Kyrene Elementary District,Kyrene Middle School,5301,"1050 E CARVER RD , TEMPE, AZ 85284-2447","1050 E CARVER RD , TEMPE, AZ 85284-2447",FALSE
2023,Maricopa,FALSE,Kyrene Elementary District,Kyrene Monte Vista School,5312,"15221 S RAY RD , PHOENIX, AZ 85048-8999","15221 S RAY RD , PHOENIX, AZ 85048-8999",TRUE
2023,Maricopa,FALSE,Kyrene Elementary District,Kyrene Traditional Academy,5309,"3375 W GALVESTON ST , CHANDLER, AZ 85226-3127","3375 W GALVESTON ST , CHANDLER, AZ 85226-3127",FALSE
2023,Yavapai,TRUE,"La Tierra Community School, Inc",La Tierra Community School,91151,"PO BOX 10668 , PRESCOTT, AZ 86304-0668","124 N VIRGINIA ST , PRESCOTT, AZ 86301-3224",FALSE
2023,Mohave,FALSE,Lake Havasu Unified District,Havasuonline,85839,"2200 HAVASUPAI BLVD , Lake Havasu City, AZ 86403-3122","2200 HAVASUPAI BLVD , Lake Havasu City, AZ 86403-3122",FALSE
2023,Mohave,FALSE,Lake Havasu Unified District,Havasupai Elementary School,5561,"880 CASHMERE DR , Lake Havasu City, AZ 86404-2641","880 CASHMERE DR , Lake Havasu City, AZ 86404-2641",FALSE
2023,Mohave,FALSE,Lake Havasu Unified District,Jamaica Elementary School,78979,"3437 JAMAICA BLVD S , Lake Havasu City, AZ 86406-5507","3437 JAMAICA BLVD S , Lake Havasu City, AZ 86406-5507",FALSE
2023,Mohave,FALSE,Lake Havasu Unified District,Lake Havasu High School,5565,"2675 PALO VERDE BLVD S , Lake Havasu City, AZ 86403-4919","2675 PALO VERDE BLVD S , Lake Havasu City, AZ 86403-4919",FALSE
2023,Mohave,FALSE,Lake Havasu Unified District,Nautilus Elementary School,5563,"1425 PATRICIAN DR , Lake Havasu City, AZ 86404-1917","1425 PATRICIAN DR , Lake Havasu City, AZ 86404-1917",FALSE
2023,Mohave,FALSE,Lake Havasu Unified District,Oro Grande Classical Academy,5564,"1250 PAWNEE DR , Lake Havasu City, AZ 86406-8764","1250 PAWNEE DR , Lake Havasu City, AZ 86406-8764",FALSE
2023,Mohave,FALSE,Lake Havasu Unified District,Smoketree Elementary School,5559,"2395 SMOKETREE AVE N , Lake Havasu City, AZ 86403-5876","2395 SMOKETREE AVE N , Lake Havasu City, AZ 86403-5876",FALSE
2023,Mohave,FALSE,Lake Havasu Unified District,Starline Elementary School,5562,"3150 STARLINE DR , Lake Havasu City, AZ 86406-5400","3150 STARLINE DR , Lake Havasu City, AZ 86406-5400",FALSE
2023,Mohave,FALSE,Lake Havasu Unified District,Thunderbolt Middle School,5560,"695 THUNDERBOLT AVE , Lake Havasu City, AZ 86406-7103","695 THUNDERBOLT AVE , Lake Havasu City, AZ 86406-7103",FALSE
2023,Maricopa,FALSE,Laveen Elementary District,Cheatham Elementary School,84305,"4725 W SOUTH MOUNTAIN RD , LAVEEN, AZ 85339-7396","4725 W SOUTH MOUNTAIN RD , LAVEEN, AZ 85339-7396",FALSE
2023,Maricopa,FALSE,Laveen Elementary District,Desert Meadows Elementary School,89266,"6855 W MEADOWS LOOP E , LAVEEN, AZ 85339-3512","6855 W MEADOWS LOOP E , LAVEEN, AZ 85339-3512",FALSE
2023,Maricopa,FALSE,Laveen Elementary District,Estrella Foothills Global Academy,1000300,"5001 W Dobbins Rd, Laveen, AZ 85339","5400 W Carver Rd, Laveen, AZ 85339",FALSE
2023,Maricopa,FALSE,Laveen Elementary District,Laveen Elementary School,5356,"4141 W MCNEIL ST , LAVEEN, AZ 85339-2597","4141 W MCNEIL ST , LAVEEN, AZ 85339-2597",FALSE
2023,Maricopa,FALSE,Laveen Elementary District,Laveen Online Academy,1001765,"5400 W CARVER RD, LAVEEN, AZ 85339-5401","5400 W CARVER RD, LAVEEN, AZ 85339-5401",FALSE
2023,Maricopa,FALSE,Laveen Elementary District,Maurice C. Cash Elementary School,5357,"3851 W ROESER RD , PHOENIX, AZ 85041-2615","3851 W ROESER RD , PHOENIX, AZ 85041-2615",TRUE
2023,Maricopa,FALSE,Laveen Elementary District,Paseo Pointe School,756942,"8800 S 55TH AVE , LAVEEN, AZ 85339-3048","8800 S 55TH AVE , LAVEEN, AZ 85339-3048",FALSE
2023,Maricopa,FALSE,Laveen Elementary District,Rogers Ranch School,91310,"6735 S 47TH AVE , LAVEEN, AZ 85339-7902","6735 S 47TH AVE , LAVEEN, AZ 85339-7902",FALSE
2023,Maricopa,FALSE,Laveen Elementary District,Trailside Point Performing Arts Academy,88421,"7275 W VINEYARD RD , LAVEEN, AZ 85339-9805","7275 W VINEYARD RD , LAVEEN, AZ 85339-9805",FALSE
2023,Maricopa,FALSE,Laveen Elementary District,Vista del Sur Accelerated,5358,"3908 W SOUTH MOUNTAIN RD , LAVEEN, AZ 85339-7897","3908 W SOUTH MOUNTAIN RD , LAVEEN, AZ 85339-7897",FALSE
2023,Maricopa,TRUE,LEAD Charter Schools,Leading Edge Academy at East Mesa,89616,"633 E RAY RD STE 132 , GILBERT, AZ 85296-4206","10115 E UNIVERSITY DR , MESA, AZ 85207-7210",FALSE
